Team Number,Advisor,Problem,Ranking,Institution ID
Changchun,Hao Xu,D,Successful Participant,658
HARBIN,LEI ZHU,C,Finalist,1041
Beijing,Xue YuMei,A,Successful Participant,15
Hefei,Bing Han,D,Honorable Mention,896
Wuhan,Huang Xiaowei,A,Successful Participant,992
Beijing,Bingtuan Wang,D,Honorable Mention,613
Shanghai,Zhijie Cai,C,Successful Participant,284
Chengdu,Mengmeng Guo,D,Successful Participant,182
Beijing,Yujie Xu,A,Successful Participant,761
Beijing,Zuoqiang Shi,A,Meritorious,951
Beijing,Duokui Yan,A,Successful Participant,1322
Shanghai,Guanghui Xiang,D,Successful Participant,687
Wuhu,Daojiang He,B,Honorable Mention,699
South Hadley,Jessica S Sidman,A,Honorable Mention,439
Northampton,Nessy Tania,A,Successful Participant,52
Nanjing,Xingang Jia,D,Finalist,686
Beijing,Guotian Yang,B,Honorable Mention,1563
XI'AN,XIUJUAN LI,D,Honorable Mention,1395
Dalian,Yiwei Liu,B,Honorable Mention,640
Guangzhou,ZHANG Chuanlin,D,Meritorious,283
Shihezi,Jiangli Wang,B,Successful Participant,591
Chengdu,Hao Wang,A,Meritorious,322
Shanghai,Chunjie Su,A,Successful Participant,804
Beijing,Weiguo Li,A,Successful Participant,1322
Kunming,Yue Zhao,B,Successful Participant,999
New York,Ivan Corwin,B,Successful Participant,359
Tianjin,Hongmei Zhao,B,Meritorious,158
Beijing,JUN-YI ZHENG,B,Honorable Mention,398
Shenyang,Tan Wenjun,B,Honorable Mention,152
Nanjing,Zhenyu Chen,B,Successful Participant,816
Nankai,Lv Fuliang,B,Successful Participant,1062
Beijing,Zhenbo Wang,A,Honorable Mention,875
Tangshan,Cui Yuhuan,B,Successful Participant,828
Beijing,yun xu,A,Successful Participant,398
Beijing,Yajie Li,C,Successful Participant,1519
Beijing,feng wei,B,Meritorious,1566
Shanghai,Zhiqiang He,A,Successful Participant,390
Hengyang,Xu zhenghua,A,Successful Participant,1517
Shanghai,SUN YUE,A,Honorable Mention,1568
Beijing,Xiaoying Wang,A,Successful Participant,964
Beijing,Fengxia He,A,Successful Participant,964
Guangzhou,Qiru Wang,D,Honorable Mention,1315
Dalian,Zhou Xiaojie,A,Successful Participant,1454
TianJin,Xianfeng Wang,D,Honorable Mention,857
Guangzhou,Yongan Qin,A,Successful Participant,580
LanZhou,XiaoBing Zhang,A,Successful Participant,1026
Huizhou,Fuxing Hu,B,Meritorious,1623
Xuzhou,Li Subei,A,Successful Participant,1409
Harbin,Hongxia Sun,D,Honorable Mention,286
Weihai,Zhulou Cao Jingli,D,Honorable Mention,314
Zhuhai,Wei Zhou,B,Successful Participant,1203
Shanghai,Junfeng Yin,A,Honorable Mention,681
Beijing,Kanghua Zeng,D,Successful Participant,29
Arcata,Brad Finney,D,Successful Participant,701
Guangzhou,Ping Huang,D,Successful Participant,580
Jinan,Bingzhou Xu,B,Successful Participant,85
Hangzhou,Chengye Zhao,A,Successful Participant,326
Shanghai,Yongming Liu,B,Honorable Mention,1111
Fuzhou,Jia Tang,D,Honorable Mention,1225
Shenzhen,Wentao Zhang,A,Successful Participant,1032
Durham,Jianfeng Lu,A,Honorable Mention,819
Shanghai,yongfei jin,D,Honorable Mention,1122
Chengdu,Lu Wang,A,Honorable Mention,1033
Beijng,Xiaoming Fan,D,Honorable Mention,625
Chongqing,Ke Quan Zhao,B,Successful Participant,1397
Beijing,He Li,B,Successful Participant,1519
Shenzhen,Minglan Wang,A,Successful Participant,198
Chengdu,Yanfei Jing,D,Meritorious,917
Beijing,Heng Liang,A,Meritorious,951
Nanjing,Kong Gao Hua,B,Honorable Mention,393
Changping,Pan Zhi,A,Meritorious,674
Xiamen,Zhong Tan,A,Successful Participant,118
Lanzhou,Zhenxing Zhang,C,Honorable Mention,117
Baoding,JingGang LIU,D,Successful Participant,1307
Shanghai,Yanqin Bai,,Successful Participant,549
Chongqing,Jianwen Xu,C,Honorable Mention,231
Berlin,Markus Loecher,D,Honorable Mention,1268
Beijing,Quandong Feng,B,Honorable Mention,1299
Yantai,Wei Liu,A,Honorable Mention,265
Guangzhou,Zhenyou Wang,A,Honorable Mention,1296
Shenzhen,Jianlong Zhong,D,Successful Participant,551
Beijing,Lizhuo Zhang,B,Successful Participant,1197
Guangzhou,Zhang sheng xiang,B,Honorable Mention,1318
Wuhan,Aijiao Deng,B,Honorable Mention,36
Shantou,Jian Li,A,Successful Participant,1390
Bengbu,Zhuang Kejun,C,Meritorious,590
Hefei,Weiping Ding,C,Successful Participant,776
Beijing,Xuehong Zhi,D,Honorable Mention,398
Beijing,Min Yang,A,Successful Participant,1566
Wuhan,Zhi Li,A,Successful Participant,611
Xi'an,Zongtian Wei,D,Honorable Mention,1662
Hongkong,Tsz Mang Lam,A,Successful Participant,261
Shenyang,Hua Gong,B,Honorable Mention,1334
Chongqing,Lei Zhang,B,Honorable Mention,1592
Xi'an,Gao Chenyan,C,Honorable Mention,1182
Xi'an,xiaoyan Sun,D,Successful Participant,630
Shanghai,Wei Lv,B,Successful Participant,474
Qingdao,Xiaojiang Guo,D,Honorable Mention,39
Beijing,Sun Haiyan,D,Honorable Mention,1566
Hefei,Xi Liu,D,Honorable Mention,896
Guangzhou,Zhihong Luo,B,Successful Participant,1315
Changchun,Yong-Chen Pei,A,Successful Participant,658
Qingdao,Tong Liu,A,Honorable Mention,1244
Beijing,Zhixing Hu,A,Honorable Mention,120
Chongqing,Qiongfang Liu,D,Meritorious,231
HanZhong,Tao Chen,B,Successful Participant,926
Beijing,Hao Jiang,D,Honorable Mention,1013
Harbin,Dazhi Zhang,D,Meritorious,1021
Xi'an,Jiarong Shi,D,Successful Participant,665
Harbin,Jianwei Ma,D,Successful Participant,1021
NanTong,Junli Yuan,A,Successful Participant,239
Shenyang,Qi Wang,A,Honorable Mention,1037
Nanjing,Yongfu Yang,D,Meritorious,520
Wooster,Matthew C Moynihan,C,Honorable Mention,437
TaiyuanShanxi,Guozhen Zhang,A,Honorable Mention,633
Guangzhou,Tan Yang,C,Honorable Mention,103
hanzhong,Hui Zhao,A,Successful Participant,426
Beijing,Chun Xiao Wang,A,Successful Participant,1547
Jinhua,Jianmin Han,A,Successful Participant,495
Beijing,Yanhua Cao,B,Honorable Mention,964
Beijing,Zixiong Peng,D,Honorable Mention,306
Beijing,Zhenbo Wang,A,Successful Participant,875
Harbin,Qingxin Zhou,A,Successful Participant,676
Zhengzhou,Jing Qi,A,Successful Participant,1252
Stirling,Adam Kleczkowski,A,Honorable Mention,644
Beijing,Dawei Liu,A,Successful Participant,1566
guangzhou,Chensheng Xu,B,Successful Participant,251
Nanjing,Huilin Su,C,Meritorious,84
Wuhan,Yuan Haojie,C,Honorable Mention,1212
Beijing,fang yong fei,A,Honorable Mention,274
Shaoguan,Yin Li Guoming Jian,A,Honorable Mention,541
Harbin,Hualing Deng,A,Honorable Mention,1260
Xiâ€™an,Wenhui Meng,D,Meritorious,502
Beijing,ZhiXing Hu,A,Successful Participant,754
Shanghai,Zhen Wang,D,Honorable Mention,28
Guangzhou,Hui Fu,A,Successful Participant,1054
Pingdingshan,Yixin Ren,B,Successful Participant,664
Guangzhou,Yanhui Guan,C,Meritorious,1315
Changchun,Wenlian Ma,B,Successful Participant,1499
Tangshan,Liu Xiaohong,A,Honorable Mention,828
Beijing,Yehui Huang,B,Successful Participant,964
Wuhan,Xinqi Hu,D,Successful Participant,36
Beijing,HaiYan Sun,A,Meritorious,81
Shanghai,LU HUIFANG,B,Successful Participant,624
Shenyang,Jiang Linying,B,Successful Participant,972
Guangzhou,Qiru Wang,A,Successful Participant,1315
Fuzhou,Wenxing Zhu,A,Meritorious,1295
Beijing,Jiangrong Chen,C,Honorable Mention,3
COMPIEGNE,StÃ©phane Mottelet,C,Successful Participant,96
Fuzhou,Jia Tang,D,Successful Participant,1225
Harbin,Xiaoping Ji,D,Honorable Mention,1021
BeiJing,Bin Zhao,B,Successful Participant,1603
Beijing,Guohe Li,A,Successful Participant,1474
Jinan,Yang Tan,B,Successful Participant,366
Guangzhou,ShengBing Xu,B,Successful Participant,1296
Qingdao,Yongli Wang,B,Successful Participant,1244
beijing,Hong Xie,A,Successful Participant,1143
Baoding,Gendai Gu,A,Successful Participant,1307
Wheaton IL,Paul Isihara,B,Successful Participant,1253
Beijing,shaobo gan,C,Successful Participant,111
Beijing,Shangzhi Li,B,Finalist,1566
Beijing,Hanpin Wang,A,Honorable Mention,1191
Shanghai,Yu Qiang Li,A,Successful Participant,167
Chengdu,Yong Zhang,A,Honorable Mention,917
Binzhoou,Heli Gao,C,Honorable Mention,505
Weihai,Zhulou Cao Bing Yang,A,Successful Participant,314
Beijing,Zehua Gao,A,Honorable Mention,933
Kunming,Haihong Liu,D,Successful Participant,416
Beijing,Yutao Ma,D,Successful Participant,913
Xinxiang,baofang Chang,A,Successful Participant,773
Guangzhou,Han Huang,A,Honorable Mention,1172
Guilin,Chunli Wang,B,Successful Participant,738
Wuhan,Yuanming Hu,A,Honorable Mention,36
HangZhou,Haoyang Wu,A,Honorable Mention,248
Hangzhou,Hongliang Zhou,C,Successful Participant,986
Beijing,Xiaoming Fan,A,Successful Participant,306
Shanghai,Yongming Liu,D,Successful Participant,1317
Zhengzhou,Ping Li Sun,B,Successful Participant,931
Hefei,Zhifu Tao,D,Meritorious,896
Nanjing,Enshui Chen,A,Honorable Mention,1539
Tianjin,ning zhu,B,Honorable Mention,1416
Chengdu,Wei Pu,A,Successful Participant,486
Shenyang,Hua Gong,B,Successful Participant,1334
Dalian,Yunjie Zhang,B,Honorable Mention,609
Chongqing,Qu Gong,D,Honorable Mention,231
Shenyang,Liu Jinhai,A,Successful Participant,860
Dalian,Kun Lu,A,Successful Participant,640
Xuzhou,Suo Xinli,B,Successful Participant,1226
Guangzhou,Zhi Yang,B,Honorable Mention,1506
Suzhou,Jingming Guo,A,Honorable Mention,1211
Hohhot,Yang Liu,D,Successful Participant,1484
Bengbu,Li Qingdong,A,Successful Participant,590
Shanghai,Hongjuan Zhang,C,Honorable Mention,474
Chengdu,Lu Wang,B,Successful Participant,486
Shanghai,Yuandi Wang,B,Successful Participant,474
Chongqing,Xiaofeng Chen,A,Honorable Mention,1592
Guangzhou,yun xue,D,Successful Participant,103
Chongqing,Zhiqing Dong,A,Successful Participant,1592
Beibei,Boqin Liu,A,Honorable Mention,294
DaLian,Guocan Wang,A,Honorable Mention,638
Beijing,Tao Ren,C,Honorable Mention,3
Changsha,Fuli He,A,Successful Participant,1378
Liaoning Province Shenyang City,JI XIAN MENG,A,Successful Participant,376
Beijing,Xinchao Zhao,D,Honorable Mention,302
WuHan,Zhang Hongzhi,A,Successful Participant,1061
Shanghai,Chengdong Dong,A,Successful Participant,733
HANGZHOU,MENGLIAN ZHAO,D,Honorable Mention,324
Shenyang,Huanliang Sun,A,Successful Participant,438
Xi'an,Fengqun Zhao,B,Successful Participant,911
Shenyang,Qi Wang,A,Meritorious,1037
Shanghai,Chengdong Dong,A,Honorable Mention,624
Jinan,Ji qiang Wang,D,Successful Participant,974
Beijing,Wei Wang,A,Successful Participant,1144
Beijing,Hao Wu,A,Honorable Mention,951
Chengdu,YongDao Zhou,A,Successful Participant,322
Zhuhai,Xu Lili,C,Honorable Mention,1203
Nanjing,Dan He,A,Meritorious,1074
Tianjin,Maoqiang Xie,B,Meritorious,169
xinxiang,jin zhang,A,Honorable Mention,1341
Hangzhou,Chengjia Li,D,Honorable Mention,335
Beijing,Yingzhe Wang,A,Successful Participant,702
Kunming,Yaqun Huang,A,Honorable Mention,827
Stirling,Adam Kleczkowski,A,Successful Participant,644
Hangzhou,Qifan Yang,B,Honorable Mention,290
Chengdu,Guanghui Cheng,B,Successful Participant,917
Changsha,Hao Wu,C,Honorable Mention,431
Tongliao,Haishan Han,A,Honorable Mention,410
Baoding,Ling Zhang,D,Honorable Mention,1307
Beijing,Guohui Li,B,Honorable Mention,1406
Hengyang,Liao Xin Yuan,A,Honorable Mention,1517
Hangzhou Zhejiang Province,Dun Sun,A,Successful Participant,1354
Wuhan,Zhibin Pan,D,Successful Participant,611
Beijing,Yue Wang,D,Successful Participant,306
Beijing,Luo Jun zhi,B,Successful Participant,1231
shanghai,Qifen Jiang,D,Meritorious,515
Luâ€˜an,Wang Xiujian,D,Meritorious,1629
Guangzhou,Zhihong Luo,D,Honorable Mention,1315
baoding,Xiaopeng Liu,A,Successful Participant,1682
Beijing,Guangdong Huang,D,Honorable Mention,219
Xi'an,Yi Wang,B,Successful Participant,703
Beijing,Haiyan Sun,A,Successful Participant,1566
Beijing,Hanfang Yang,D,Honorable Mention,1190
Beijing,Shuai Li,A,Successful Participant,1322
Huanggang,Fangguo He,A,Successful Participant,458
Xiamen,Weifen Zhuang,B,Honorable Mention,1250
Yantai,Guangchen Liu,C,Honorable Mention,265
Beijing,Haimiao Chen,A,Successful Participant,993
Beijing,Jun Yang,D,Honorable Mention,1519
Qingdao,Sheng shan Cao,B,Successful Participant,1575
Shanghai,Jian Guo,A,Honorable Mention,1111
Wuhan,Zhanfeng Li,A,Successful Participant,457
Chengdu,Yanzong Zhang,A,Honorable Mention,322
Xi'an,Zhenguo Bai,D,Successful Participant,579
Beijing,Ju Gui ling,B,Successful Participant,1231
Wuhan,Wenqiang Luo,A,Successful Participant,1114
Shenyang,Gong Jun,B,Honorable Mention,1482
Zibo,Xiaoyuan Wang,C,Successful Participant,877
Changsha,Dan Wang,D,Meritorious,183
Wuhan,Yuanming Hu,A,Successful Participant,36
Xi'an,Yongfeng Xu,A,Honorable Mention,146
Beijing,Zihao Liu,A,Successful Participant,1191
Shanghai,Jianyu Pan,B,Successful Participant,1111
Wuhan,Yongwei Chen,D,Successful Participant,457
Changsha,Ming Chen,B,Honorable Mention,1378
Chongqing,Tengzhong Rong,D,Meritorious,231
Shanghai,Hong Xu,B,Honorable Mention,474
Fuzhou,Zuojun Niu,B,Successful Participant,1410
Beijing,Xiaoxia Zhao,D,Successful Participant,304
TaiyuanShanxi,Xiaoqin Zhang,A,Successful Participant,633
Wuhan,YuanMing Hu,A,Successful Participant,605
Chongqing,Tengzhong Rong,A,Successful Participant,231
BEIJING,DUOKUI YAN,A,Successful Participant,1495
Beijing,Li Li,A,Successful Participant,639
Wuhan,Zhengyang Mei,A,Meritorious,202
Qingdao,Yongli Wang,D,Honorable Mention,1244
Beijing,Zhongyin Huang,B,Successful Participant,1322
Xi'an,Yue Song,C,Successful Participant,579
Beijing,Zhoujun Li,A,Honorable Mention,1566
Zhengzhou City,Gang Li,A,Successful Participant,30
Beijing,Chuanhua Wei,D,Honorable Mention,532
Guangzhou,Zhihui Zhan,A,Meritorious,1315
Xi'an,Liu Rong,D,Honorable Mention,1621
Beijing,Xiaoying Wang,A,Honorable Mention,964
Shanghai,Fengfei Gong,A,Successful Participant,1576
Xiamen,Kaizhi Liu,D,Meritorious,23
Beijing,Yuantao Xie,D,Honorable Mention,398
Qingdao,Wang Jichao,B,Honorable Mention,32
Shanghai,Chaochun Wei,A,Honorable Mention,1321
Shanghai,Yuhui Gao,A,Honorable Mention,681
Beijing,Guangdong Huang,D,Honorable Mention,552
Beijing,Hao Li,A,Successful Participant,571
Tianjin,Xianfeng Wang,B,Successful Participant,158
Wuhan,Aijiao Deng,D,Honorable Mention,36
Chengdu,Ying qi Tao,B,Successful Participant,1051
Beijing,Yanbin Feng,B,Successful Participant,304
Tianjin,Hanbing Luo,A,Meritorious,1416
Beijing,Mingyun Tang,A,Meritorious,1406
Tianjin,Honggang Zeng,C,Successful Participant,1416
Beijing,Jianqiu Chen,D,Honorable Mention,639
Beijing,Yue Zhao,B,Successful Participant,1547
Wuhan,Qiang Zhu,A,Honorable Mention,611
Qinhuangdao,Yushan Jiang,B,Meritorious,213
Shanghai,Yongjian Yang,B,Successful Participant,474
Chaoyang District,qiumin GUO,B,Successful Participant,340
Beijing,Xiaoming Fan,C,Successful Participant,1136
Beijing,Ying Deng,D,Honorable Mention,398
GUANGZHOU,HOU ZHU,A,Successful Participant,379
Nanyang,Shaoxian Xu,B,Honorable Mention,859
Guangzhou,Ping Huang,A,Honorable Mention,580
Zhengzhou,Jinxing Wu,C,Successful Participant,9
Nanjing,Ye Jun,B,Successful Participant,772
Huizhou,Hui Jiang,A,Honorable Mention,1623
Hohhot,Mingyuan Li,A,Successful Participant,377
Nanjing,Chen Xin,A,Successful Participant,893
Harbin,Zhihui Wu,C,Honorable Mention,855
Hengyang,Liao Xin Yuan,A,Meritorious,1517
Shenyang,Wang Zhiqiong,A,Successful Participant,203
Blacksburg,Lizette Zietsman,B,Honorable Mention,205
Wuhan,Chen Jianye,A,Successful Participant,992
Jiaozuo City,shunwei Xu,D,Honorable Mention,1038
Beijing,Aiwen Wang,A,Honorable Mention,1346
Wuhu,Qingying Yu,A,Honorable Mention,568
Tianjin,Ximin Rong,A,Honorable Mention,1537
Bryn Athyn,Caira B Bongers,B,Successful Participant,1184
Baoding,JingGang LIU,A,Honorable Mention,1307
Kaifeng,Yingyong Luo,A,Honorable Mention,543
Dalian,Liu Xiangdong,B,Successful Participant,263
Nanjing,Feng Wang,A,Meritorious,1074
Xiamen,Gaofeng Zheng,B,Successful Participant,1250
baoding,Cuilian You,A,Successful Participant,1682
shanghai,xiaomin wang,A,Meritorious,515
Shenyang,Xinhui Shao,A,Successful Participant,54
pleasantville,john f loase,B,Successful Participant,1466
HARBIN,LEI ZHU,C,Successful Participant,1041
Guangdong,shaohui Zhang,D,Successful Participant,1579
Baoding,Yu Huang,A,Successful Participant,1307
Mianyang,Jin Yu,B,Successful Participant,389
Chengdu,Feng Zhou,B,Honorable Mention,138
Qingdao,Yi Wang,A,Successful Participant,1244
Chengdu,Yunlong Sun,A,Honorable Mention,138
Harbin,Boying Wu,D,Honorable Mention,1021
Beijing,Zhao xia Liu,A,Successful Participant,619
Nanjing,Zhonghua Qiu,A,Honorable Mention,934
Beijing,WENJUN XU,C,Successful Participant,1519
Zhuhai,Ming Ying Lisa Chu,B,Successful Participant,903
Chengdu,Nanjing Huang,A,Successful Participant,322
Nanjing,Xingang Jia,D,Successful Participant,686
Chengdu,Guanghui Cheng,D,Honorable Mention,917
Memphis,Erin N Bodine,A,Honorable Mention,1339
Wuhan,YongSong Zhu,A,Honorable Mention,1157
Lanzhou,MingFei Niu,B,Meritorious,643
Guangzhou,guanghui chen,A,Honorable Mention,1001
Chongqing,Zhengmin Duan,D,Meritorious,231
Tianjin,Huayue Zhang,A,Successful Participant,1590
Beijing,Zheng Mu,D,Honorable Mention,1018
Baoding,Tang Qian,A,Successful Participant,874
Jackson,John W Estes,B,Successful Participant,1424
Shanghai,Yuqiang Li,A,Honorable Mention,1111
Chongqing,Anwen Lu,A,Successful Participant,362
Harbin,Long Zhang,B,Successful Participant,800
Tianjin,Jing Guan,A,Successful Participant,297
Changchun,Ying Dong,A,Successful Participant,658
beijing,Fei Wang,D,Successful Participant,604
Guilin,Tengfei Long,B,Honorable Mention,1039
HARBIN,CHU ZHUJIE,B,Honorable Mention,1041
Chongqing,Ming Lei,A,Honorable Mention,1592
Chongqing,Changyou Wang,B,Successful Participant,362
Hengyang,Liu Dongyuan,B,Honorable Mention,1517
Nanchang,Luo Qingyu,A,Meritorious,141
Macau,Sik Chung Tam,C,Successful Participant,26
Wuhan,Yunfeng He,B,Unsuccessful,279
Chengdu,Yong Yuan,B,Successful Participant,243
XI'an,HongQiang Geng,A,Successful Participant,455
Singapore,Ser Peow Tan,C,Meritorious,698
Philadelphia,Daniel B Szyld,A,Honorable Mention,1487
Qingdao,Sun Qingying,D,Honorable Mention,32
Shanghai,Xiaofeng Gao,B,Honorable Mention,1321
Guangzhou,Peixing Li,D,Honorable Mention,1315
beijing,Bingtuan Wang,D,Honorable Mention,1327
Hangzhou,Kaiwei Wang,A,Honorable Mention,986
Hohhot,Yaru Qi,A,Successful Participant,990
Shapingba,Xiao Jian,A,Honorable Mention,1433
Beijing,QIRONG QIU,A,Honorable Mention,105
Wuhan,Yuhong Yang,C,Honorable Mention,36
Hangzhou,Wei Li,C,Honorable Mention,335
Shanghai,Zhijian Qian,B,Successful Participant,681
Chongqing,Liangcai Zhang,A,Successful Participant,231
Lancaster,Christina M Weaver,A,Meritorious,223
Shenyang,Liu Liying,A,Successful Participant,980
Beijing,Guolan Cai,A,Successful Participant,619
Hangzhou,Yajun Shen,A,Successful Participant,1040
Lanzhou,Dinghai Zhang,A,Successful Participant,1572
Xi'an,Liu Rong,A,Successful Participant,1621
Beijing,Zixiong Peng,D,Successful Participant,306
Guangzhou,Qiru Wang,A,Honorable Mention,1315
Xi'an,Cheng Wang,D,Honorable Mention,1095
Chendu,Yang Weng,A,Successful Participant,305
baoding,Guochun Zhang,A,Successful Participant,1682
shenyang,Youlin Ye,A,Successful Participant,1509
Xi'an,Long Zheng Ping,A,Honorable Mention,1270
Qingdao,Yijun Zhao,B,Successful Participant,1244
Changsha,Xinge Liu,A,Honorable Mention,1378
Xi'an,Yong Wang,A,Successful Participant,68
Xi'an,An Qinli,B,Honorable Mention,1621
Nanchang,Cai Yong,B,Meritorious,141
Beijing,Zuxing Xuan,B,Successful Participant,1024
Wuhan,Aijiao Deng,A,Successful Participant,36
Guangzhou,Ping Huang,A,Successful Participant,580
ShangHai,Qidi Zhang,A,Successful Participant,558
Beijing,Yufeng Wang,A,Successful Participant,1018
Xi'an,Qiuping Wang,D,Honorable Mention,911
Shenyang,He Xuehong,A,Successful Participant,801
Baoding,JingGang LIU,D,Meritorious,1307
Tianjin,Qing Ye,B,Successful Participant,169
Taiyuan,Xiao Yafeng,A,Successful Participant,221
Shanghai,Mingsheng Yuan,D,Successful Participant,1181
Nanning,Zhongzhao Wang,C,Successful Participant,1240
hangzhou,Guofen Zhang,B,Honorable Mention,53
Dalian,Qiuhui Pan,B,Honorable Mention,640
Qingdao,Kairu Zhang,B,Successful Participant,1244
Beijing,Zhao Yufeng,C,Honorable Mention,1115
Qingdao,YiJun Zhao,A,Honorable Mention,1072
HARBIN,ZHANG XIAOWEI,B,Meritorious,1041
Blacksburg,Lizette Zietsman,B,Meritorious,205
Haidian District,Leng Biao,A,Honorable Mention,1469
Nanchang,Zewen Wang,A,Successful Participant,812
Harbin,Bin Zhou,B,Successful Participant,1021
Albion,Darren E Mason,B,Successful Participant,271
HARBIN,ZHEN BIN GAO,B,Honorable Mention,1041
Harbin,Jun Meng,D,Honorable Mention,1260
Guangzhou,Jianguo Wei,A,Successful Participant,1506
Atlanta,lruthotto@emory.edu Ruthotto,B,Successful Participant,750
Shenyang,Gu Yu,A,Successful Participant,1482
Nanning,Li Youfa,D,Successful Participant,1240
Beijing,Yuan Jia,A,Successful Participant,1322
Chengdu,Hengchao Li,B,Successful Participant,486
Beijing,Peng Gao,B,Honorable Mention,1322
Guangzhou,Hui Huang,A,Honorable Mention,193
Wuhan,Zhuangchu Luo,B,Successful Participant,36
